online_order,book_table,rate,votes,rest_type,cuisines,cost,city
1,0,3.7,833,20,286,700,23
0,0,3.9,90,13,455,700,23
0,0,4.3,53,46,680,4500,23
0,0,2.0,259,20,80,800,23
0,0,3.8,111,20,1196,600,23
0,0,3.9,92,20,765,1000,23
1,1,3.4,153,20,1196,800,23
1,0,4.0,501,20,604,600,23
1,0,3.2,684,20,117,800,23
0,0,4.1,97,20,591,400,23
0,0,3.8,36,21,80,1100,23
1,0,3.7,198,20,74,650,23
1,0,3.7,132,20,1156,750,23
1,0,3.1,142,20,1423,450,23
1,0,3.8,759,20,1210,500,23
1,0,2.8,67,13,508,300,23
1,0,3.0,459,20,1356,500,23
1,0,4.2,176,20,1401,1000,23
1,0,3.8,94,20,1272,750,23
0,0,2.9,27,4,1314,1200,23
1,0,3.1,217,20,601,650,23
0,0,3.6,87,20,43,650,23
0,0,3.6,94,13,360,700,23
1,0,3.7,231,20,1591,500,23
1,0,3.6,46,20,1196,500,23
1,0,4.1,85,13,370,400,23
0,0,3.9,63,20,1146,1000,23
1,0,4.0,136,20,1579,1000,23
1,0,3.9,671,20,1606,450,23
1,0,3.6,56,20,591,750,23
0,1,3.9,125,46,806,2500,23
1,0,3.7,126,20,1156,600,23
1,0,3.3,46,20,1185,600,23
0,0,3.8,60,20,817,800,23
1,0,3.9,56,20,609,800,23
0,1,2.6,62,21,1197,1000,23
1,0,3.8,69,62,1589,400,23
1,0,2.7,135,20,277,550,23
0,0,3.8,690,20,604,1000,23
0,0,2.6,118,21,1196,1200,23
0,0,3.5,254,20,297,500,23
0,0,3.6,28,20,1196,600,23
0,0,2.3,203,20,1196,400,23
1,0,2.1,479,20,1196,650,23
1,1,3.8,384,20,1592,800,23
1,0,3.7,61,20,296,700,23
1,0,2.8,148,62,1474,750,23
0,0,2.4,58,20,1196,600,23
1,0,2.6,346,20,947,700,23
1,0,3.3,71,12,228,250,23
1,0,3.2,155,20,199,600,23
1,0,3.0,384,20,521,1000,23
1,0,3.5,180,20,1191,800,23
1,0,2.4,135,20,1196,600,23
1,0,4.1,685,62,1644,200,23
1,0,4.1,671,62,1674,450,23
1,0,4.0,528,62,1451,150,23
1,0,3.9,262,62,1474,400,23
1,0,3.9,536,62,322,450,23
1,0,4.2,337,68,1643,200,23
1,0,3.8,232,62,197,300,23
1,0,4.2,220,62,1156,300,23
1,0,4.0,73,62,1156,250,23
1,0,4.0,97,62,1209,400,23
1,0,3.4,115,72,1335,300,23
1,0,3.7,97,62,1273,500,23
1,0,3.6,66,62,1181,600,23
1,0,3.7,114,62,1209,400,23
0,0,3.6,104,62,1386,350,23
1,0,3.8,295,62,1459,350,23
1,0,3.6,131,62,197,600,23
1,0,3.8,370,62,1561,350,23
1,0,4.1,461,62,1451,400,23
1,0,3.8,374,62,1410,300,23
1,0,3.9,81,62,1156,250,23
1,0,3.4,422,62,1196,400,23
1,0,3.8,49,62,1033,300,23
1,0,3.9,632,62,1451,300,23
0,0,4.1,123,62,1156,200,23
1,0,3.8,633,62,1190,500,23
1,0,4.0,173,62,817,400,23
1,0,3.3,184,62,825,350,23
1,0,3.5,98,62,1196,400,23
0,0,2.9,69,62,1547,200,23
0,0,3.6,255,62,817,200,23
1,0,4.1,48,62,1156,250,23
1,0,3.8,35,62,1156,150,23
1,0,3.8,156,62,1218,400,23
1,0,3.5,100,3,175,450,23
1,0,3.3,228,62,1268,250,23
1,0,4.1,59,62,821,300,23
1,0,3.6,92,62,1354,700,23
1,0,3.8,54,62,1386,400,23
1,0,2.1,243,62,197,400,23
1,0,3.2,521,62,1036,500,23
1,0,4.5,157,62,1259,300,23
1,0,3.6,82,62,1670,400,23
0,0,3.6,63,62,1547,150,23
1,0,3.6,199,41,558,500,23
1,0,3.4,313,62,1196,300,23
0,0,2.1,342,62,282,500,23
1,0,3.5,47,62,1208,300,23
1,0,3.6,26,62,1196,250,23
1,0,3.7,63,62,839,200,23
1,0,4.1,50,62,1640,200,23
0,0,2.8,110,62,1002,600,23
1,0,3.1,95,62,1463,500,23
0,0,3.8,78,62,1196,350,23
1,0,3.8,38,62,283,450,23
0,0,3.5,45,62,1175,400,23
1,0,3.6,543,62,209,400,23
1,0,2.8,53,62,817,300,23
1,0,2.6,159,62,1156,300,23
1,0,3.7,210,41,1181,600,23
1,0,3.2,220,62,1547,450,23
0,1,4.4,1788,60,688,1200,23
1,1,4.1,266,21,1299,1000,23
1,1,4.2,841,20,1166,700,23
1,0,4.2,373,20,604,600,23
1,0,4.1,825,13,506,300,23
1,0,2.8,1878,20,110,750,23
1,1,3.2,271,60,723,1500,23
1,1,4.0,137,13,325,600,23
1,1,4.1,341,20,102,600,23
1,0,4.2,116,20,1552,800,23
1,0,3.9,115,20,1162,800,23
1,1,4.0,511,20,48,800,23
1,0,4.0,472,20,1156,700,23
1,0,3.9,236,20,1424,750,23
1,1,3.8,832,21,1156,750,23
1,0,4.0,122,20,1210,800,23
0,0,4.1,1143,62,1439,500,23
1,0,4.1,221,45,1644,250,23
1,0,3.2,50,51,53,300,23
0,0,3.4,232,20,516,550,23
1,0,3.4,250,62,203,400,23
1,0,3.7,128,20,1423,600,23
0,0,3.8,210,20,205,500,23
1,0,3.2,270,20,1038,500,23
1,0,3.3,802,62,106,400,23
1,0,3.8,314,62,1200,400,23
1,0,3.8,170,62,1196,500,23
1,1,3.2,503,13,359,500,23
1,0,3.5,69,20,1142,850,23
1,0,3.9,198,62,1180,300,23
1,0,4.0,784,62,1110,600,23
1,0,3.5,107,41,69,500,23
0,0,4.0,80,13,332,500,23
1,0,3.0,148,20,57,600,23
1,0,4.0,121,62,1482,900,23
1,0,3.2,426,20,1188,600,23
0,0,2.6,142,20,1589,400,23
1,0,3.1,159,62,1209,450,23
1,0,3.6,83,62,866,350,23
1,0,3.8,79,62,1272,400,23
1,0,4.0,44,62,843,450,23
0,0,2.8,161,21,539,1200,23
0,0,3.6,194,62,591,250,23
1,1,3.7,692,20,598,750,23
1,0,3.3,218,20,1138,600,23
0,0,4.0,112,62,1547,150,23
1,0,3.7,205,62,1156,350,23
1,0,3.0,401,62,829,500,23
1,0,3.4,85,20,1187,500,23
1,0,3.2,115,20,520,500,23
1,0,3.6,92,62,1589,350,23
0,0,3.6,98,62,1196,450,23
1,0,4.0,183,66,782,550,23
0,0,3.9,92,62,1423,350,23
0,0,2.8,70,20,1520,650,23
1,0,3.4,89,62,1156,300,23
0,0,2.4,229,20,1156,450,23
0,0,2.9,51,20,1235,600,23
0,0,3.6,198,20,286,500,23
1,0,3.7,82,62,872,150,23
0,0,3.8,54,41,1156,500,23
1,0,3.6,106,62,1589,250,23
1,0,3.6,93,62,1196,300,23
1,0,3.5,377,20,569,750,23
1,0,3.7,49,62,826,300,23
0,0,2.9,115,20,1196,800,23
0,0,4.1,707,13,387,600,23
1,1,4.6,5913,56,721,1400,23
0,1,4.8,4705,57,803,1800,23
0,0,4.3,53,46,680,4500,23
0,1,4.5,1914,21,1369,1100,23
1,1,4.4,3115,21,1350,1500,23
1,1,4.4,3003,5,1311,1300,23
0,1,4.4,747,60,726,1500,23
1,1,4.4,1192,60,1228,1200,23
0,1,4.2,746,4,719,1600,23
0,1,4.4,623,21,641,1000,23
0,1,4.0,872,5,1126,1500,23
0,1,4.3,760,60,685,1300,23
0,0,3.9,49,26,648,1100,23
0,0,2.9,27,4,1314,1200,23
0,1,3.9,125,46,806,2500,23
0,1,2.6,62,21,1197,1000,23
0,0,2.6,118,21,1196,1200,23
0,1,4.4,1798,60,688,1200,23
1,1,3.3,272,60,723,1500,23
1,1,4.2,4750,20,1206,1500,21
1,1,4.3,3152,20,1416,1500,21
0,1,4.4,2136,37,1314,2200,21
1,1,3.9,1939,20,1663,2100,21
0,0,4.6,988,37,1654,3000,21
0,0,4.3,698,37,812,3000,21
0,1,3.9,53,20,167,1500,21
1,1,3.8,200,20,982,1600,21
0,1,4.1,274,37,994,3000,21
0,0,3.0,108,20,1304,800,21
0,1,4.5,2216,20,1103,1800,21
1,1,4.4,1132,21,208,1200,21
0,1,4.3,165,37,18,2800,21
1,1,4.5,1429,21,521,1700,21
1,1,4.3,772,20,1494,1400,21
0,1,4.4,1082,20,1325,1600,21
0,0,4.3,465,25,173,1500,21
0,1,4.3,688,37,805,2500,21
1,0,4.0,3256,20,1402,750,21
0,0,4.1,1014,20,1231,500,21
0,1,4.2,337,21,1375,1000,21
1,0,4.0,57,20,1019,1500,21
0,1,4.3,620,37,1326,3400,21
0,0,4.0,53,37,143,2000,21
0,1,4.3,330,20,1279,1200,21
0,1,4.0,930,20,1491,800,21
1,0,4.0,167,21,1156,1700,21
1,1,4.3,1053,20,981,1600,21
0,1,3.9,312,37,1347,2000,21
1,1,4.0,190,21,1361,1300,21
0,1,3.9,183,20,1320,2200,21
1,1,3.8,203,20,1258,1200,21
1,0,4.1,118,20,640,1000,21
0,0,3.1,122,21,1304,1200,21
0,0,2.8,132,20,1440,650,21
0,0,3.9,90,20,1393,1400,21
0,1,4.0,103,20,1156,1900,21
0,0,3.7,145,22,571,1000,21
0,1,3.9,105,20,585,1000,21
0,0,3.8,67,20,1547,500,21
0,0,3.8,52,20,1314,1200,21
0,0,2.3,116,20,602,650,21
0,1,4.1,327,46,1397,1300,21
1,1,4.2,476,20,1272,1700,21
1,1,4.2,570,20,570,1200,21
1,0,3.8,160,20,608,1300,21
0,0,2.8,254,20,1196,1000,21
0,1,3.9,158,20,1446,1100,21
1,1,4.3,969,13,385,750,21
1,1,4.2,2729,13,406,1200,21
1,1,4.4,723,22,8,1700,21
0,1,4.1,568,22,1349,2500,21
0,0,4.0,1463,33,788,450,21
1,0,4.1,119,14,350,500,21
0,1,3.9,317,13,404,800,21
1,0,3.8,262,13,332,700,21
0,0,4.6,2293,13,495,1100,21
1,1,4.2,2854,22,1010,800,21
0,0,4.5,3596,13,338,900,21
0,1,4.1,1737,13,386,1000,21
0,0,4.4,2650,13,332,600,21
1,0,4.4,1109,1,179,600,21
1,0,4.2,3574,13,459,650,21
0,0,4.3,526,1,1504,1400,21
0,0,4.3,166,13,499,750,21
1,0,4.3,578,13,407,700,21
0,0,4.3,73,13,480,400,21
0,0,4.3,795,16,453,900,21
1,0,4.1,118,13,169,700,21
1,0,4.1,486,13,345,700,21
1,0,3.9,464,16,340,800,21
0,0,4.1,55,13,461,750,21
1,0,3.7,66,13,483,800,21
0,0,4.2,619,13,369,500,21
0,0,4.2,116,22,1074,1000,21
0,1,3.8,95,14,353,1000,21
1,0,3.9,88,35,774,400,21
1,0,3.8,74,13,343,650,21
0,0,4.0,104,19,471,1200,21
1,0,3.7,70,10,511,500,21
1,0,4.2,383,13,1478,500,21
1,0,3.6,124,13,362,600,21
1,0,3.8,38,20,213,400,21
0,0,3.7,145,22,571,1000,21
0,0,3.9,74,13,376,500,21
0,0,3.8,99,13,420,600,21
0,0,3.6,104,13,404,800,21
0,0,3.6,46,13,332,350,21
1,1,4.7,4839,59,1458,1300,21
0,0,4.0,33,17,429,1100,21
1,0,4.3,658,17,427,750,21
1,1,4.3,865,22,659,1000,21
1,0,4.3,1135,13,438,800,21
1,0,3.7,97,16,373,650,21
0,0,3.3,90,13,445,500,21
1,0,2.9,45,13,383,600,21
1,1,4.2,570,20,570,1200,21
1,0,4.5,873,29,929,500,21
1,0,3.9,307,62,1063,300,21
1,0,4.5,131,13,509,200,21
1,0,4.2,288,62,322,500,21
1,0,3.6,383,29,923,450,21
1,0,4.3,95,30,773,400,21
1,0,4.0,1400,62,323,600,21
1,0,4.1,790,20,238,800,21
1,0,4.0,492,62,235,300,21
1,0,4.3,294,72,1392,500,21
1,0,4.2,781,62,1591,300,21
1,0,3.9,114,29,235,650,21
1,0,3.9,58,29,1113,600,21
1,0,3.4,86,72,1156,200,21
1,0,3.8,62,62,1156,400,21
1,0,4.0,1074,62,866,400,21
1,0,3.4,357,62,1156,350,21
1,0,4.1,1876,20,1402,750,21
1,0,4.3,895,29,181,500,21
1,0,3.9,100,29,1465,800,21
1,0,3.3,262,20,1196,500,21
1,0,3.8,93,62,1497,300,21
1,1,4.2,1772,20,1156,800,21
1,0,4.1,3261,20,294,800,21
1,1,4.4,705,20,1531,1000,21
1,0,3.9,109,29,1190,500,21
1,0,3.3,76,29,1470,750,21
1,0,2.7,66,62,106,400,21
1,0,4.0,1086,66,782,550,21
1,0,3.4,81,72,1268,400,21
1,0,3.8,235,62,1474,750,21
1,0,4.1,753,20,1156,950,21
1,0,3.6,211,62,322,400,21
1,0,4.1,393,62,1110,600,21
1,0,4.4,637,30,956,400,21
1,0,4.1,1453,20,111,800,21
1,0,3.9,114,62,1156,150,21
1,1,4.4,3423,20,1375,1500,21
1,0,4.0,629,35,777,450,21
1,0,4.2,61,71,1628,200,21
1,0,4.1,207,62,1594,250,21
1,0,3.7,77,62,1156,300,21
1,1,4.4,2907,20,109,750,21
1,0,3.7,89,62,1145,400,21
1,1,4.1,535,20,619,800,21
1,0,4.3,179,12,821,250,21
1,0,4.0,160,20,1272,700,21
1,0,3.9,44,62,1547,150,21
1,0,3.9,241,20,1263,800,21
1,0,4.3,151,20,294,650,21
1,1,3.2,60,62,856,400,21
1,1,4.3,442,20,1656,1200,21
1,0,3.7,43,20,602,900,21
1,0,4.3,1230,20,1489,1200,21
1,0,3.6,48,29,313,300,21
1,0,4.2,985,20,596,1100,21
1,0,4.0,63,29,235,400,21
1,0,4.2,383,13,1478,500,21
1,0,3.9,193,29,918,600,21
1,1,4.3,772,20,1494,1400,21
1,1,4.1,1857,13,459,650,21
1,0,4.6,1726,33,781,900,21
1,0,4.9,1750,30,767,400,21
1,1,4.5,3709,23,1464,1300,21
1,0,2.9,75,20,1156,500,21
1,0,4.2,452,20,1530,700,21
1,1,3.8,196,20,274,800,21
1,0,4.1,261,30,773,300,21
1,0,4.0,268,64,828,800,21
1,1,4.2,253,20,1033,800,21
1,0,4.0,177,20,236,750,21
1,1,4.2,4750,20,1206,1500,21
1,0,4.0,571,11,778,400,21
1,0,3.6,54,20,611,700,21
1,0,4.0,528,29,314,350,21
1,0,3.8,265,20,604,850,21
1,0,4.6,2518,20,809,1600,21
1,0,3.9,63,3,189,500,21
1,0,4.0,789,62,90,400,21
1,0,4.1,198,20,1544,650,21
1,0,4.2,176,20,1151,800,21
1,1,4.5,1429,21,521,1700,21
1,0,3.9,107,62,937,500,21
1,1,4.2,2729,13,406,1200,21
1,1,4.7,4839,59,1458,1300,21
1,0,2.8,110,20,618,500,21
1,0,3.9,311,20,609,500,21
1,0,3.9,854,20,1145,700,21
1,0,3.9,88,35,774,400,21
1,1,3.9,55,62,284,350,21
1,0,4.3,428,33,779,400,21
1,0,4.3,5344,1,179,600,21
1,1,4.2,408,5,892,1600,21
1,0,3.9,260,20,1196,650,21
1,0,4.3,578,13,407,700,21
1,0,3.9,203,62,1547,400,21
1,0,4.4,2697,30,964,550,21
1,0,4.0,29,0,181,500,21
1,0,3.5,61,62,1002,300,21
1,0,3.1,113,20,521,1000,21
1,1,4.3,2052,20,1627,1500,21
1,0,4.0,90,72,827,650,21
1,1,4.5,1642,20,1008,1300,21
1,0,3.9,448,20,296,600,21
1,1,4.4,1132,21,208,1200,21
1,0,4.1,398,20,544,600,21
1,1,4.1,631,20,47,1100,21
1,0,3.7,70,10,511,500,21
1,0,4.2,232,20,1654,1500,21
1,0,3.6,125,43,1670,400,21
1,0,4.0,76,20,1156,700,21
1,0,4.0,560,20,1277,900,21
1,0,4.2,122,30,789,400,21
1,0,2.9,331,29,1002,600,21
1,0,4.1,1156,16,415,500,21
1,0,3.9,121,62,1474,400,21
1,0,3.7,271,29,1296,500,21
1,0,3.9,87,20,1242,500,21
1,0,3.9,1849,20,1451,800,21
1,0,2.8,97,20,610,600,21
1,1,4.4,2578,20,158,1600,21
1,0,3.8,62,20,1589,400,21
1,0,3.7,131,62,1589,250,21
1,1,4.4,2241,39,1014,3000,21
1,0,3.1,165,62,825,350,21
1,0,3.9,113,62,861,250,21
1,0,4.0,74,0,175,250,21
1,1,4.4,723,22,8,1700,21
1,0,3.7,72,13,436,900,21
1,0,4.0,74,30,773,350,21
1,0,4.3,194,13,370,400,21
1,0,2.7,290,20,524,600,21
1,0,3.8,61,29,936,300,21
1,0,4.0,48,62,837,200,21
1,0,3.9,196,20,610,800,21
1,0,3.1,147,62,242,200,21
1,0,4.0,290,30,767,300,21
1,0,3.4,334,20,82,550,21
1,0,4.0,71,20,517,750,21
1,1,4.1,461,20,1156,600,21
1,0,3.9,87,13,439,450,21
1,0,4.2,1215,13,451,600,21
1,0,3.8,86,32,225,100,21
1,0,4.1,79,64,864,350,21
1,0,3.9,120,20,513,600,21
1,1,4.3,509,21,558,1300,21
1,0,4.2,132,30,949,180,21
1,1,4.2,476,20,1272,1700,21
1,0,2.8,303,20,235,500,21
1,1,3.9,1373,37,1156,2100,21
1,0,3.9,256,20,1097,700,21
1,0,3.4,48,62,1156,300,21
1,0,3.9,149,30,956,500,21
1,0,4.3,911,20,1013,2000,21
1,0,3.8,75,20,672,1000,21
1,0,4.2,138,20,162,1500,21
1,0,3.8,111,62,84,300,21
1,0,3.9,61,9,216,150,21
1,0,4.1,338,22,383,800,21
1,0,4.3,7573,46,33,1500,21
1,1,4.0,1025,20,1395,700,21
1,0,4.1,403,20,1378,750,21
1,0,3.9,456,62,270,400,21
1,0,4.0,1104,20,1050,1300,21
1,0,2.9,40,29,736,600,21
1,0,3.0,568,20,1599,400,21
1,1,4.2,2934,20,970,1000,21
1,0,4.3,1383,20,1088,700,21
1,0,4.0,106,20,1260,500,21
1,1,4.2,2854,22,1010,800,21
0,0,4.3,1721,46,711,1300,21
1,0,3.8,724,20,1078,500,21
1,0,3.9,156,20,1196,450,21
1,0,3.9,206,20,1235,500,21
1,0,4.2,1770,20,625,750,21
1,0,4.1,257,13,402,500,21
1,0,4.2,577,62,820,400,21
1,1,3.9,96,21,1147,1300,21
1,0,3.9,147,62,1476,600,21
1,0,3.9,450,20,104,700,21
1,0,3.1,54,29,624,500,21
1,0,3.5,129,20,558,700,21
1,0,4.3,658,17,427,750,21
1,0,4.0,242,20,1050,500,21
1,1,4.2,984,21,913,1000,21
1,1,4.0,860,20,1174,1200,21
1,0,3.6,118,20,521,500,21
1,1,3.9,1939,20,1663,2100,21
1,0,4.0,122,20,673,1000,21
1,0,3.7,185,62,829,500,21
1,1,4.4,498,5,1124,1900,21
1,0,3.9,125,35,1121,400,21
1,0,3.9,148,41,182,450,21
1,0,4.2,631,30,767,300,21
1,1,4.1,864,20,1534,1400,21
1,0,4.1,47,30,789,300,21
1,0,3.0,112,20,565,600,21
1,1,4.1,2169,27,539,2000,21
1,0,3.8,210,20,1597,400,21
1,1,4.2,865,22,659,1000,21
1,0,4.0,785,20,42,650,21
1,0,3.9,227,20,1342,950,21
1,0,4.3,1328,16,456,1000,21
1,0,4.0,79,30,790,500,21
1,0,3.9,84,30,963,300,21
1,1,4.2,2291,21,815,1400,21
0,1,4.0,930,20,1491,800,21
1,1,4.1,771,21,29,1200,21
1,0,3.7,46,20,1547,1000,21
1,0,4.0,114,20,972,1000,21
1,0,4.1,110,68,1121,150,21
1,0,4.1,486,13,345,700,21
1,0,4.3,397,13,341,700,21
1,0,4.1,118,13,169,700,21
1,0,4.2,744,13,406,750,21
1,0,3.7,83,20,1196,500,21
1,1,4.4,1853,20,1009,1500,21
1,0,4.2,233,2,194,300,21
1,1,4.1,147,13,463,700,21
1,1,4.3,79,20,1541,700,21
1,0,3.7,66,13,483,800,21
1,0,4.1,124,14,350,450,21
1,1,4.2,354,20,1549,1200,21
1,1,4.5,873,20,157,1800,21
1,0,3.8,111,30,188,500,21
1,0,4.3,329,20,1375,800,21
1,0,3.8,32,62,1615,200,21
1,0,4.0,56,20,1019,1500,21
1,0,3.1,74,62,826,500,21
1,0,3.9,54,62,1652,200,21
1,0,3.9,134,20,1092,700,21
1,0,4.2,443,14,482,700,21
1,0,2.8,55,62,1617,400,21
1,0,4.2,401,13,401,500,21
1,0,3.4,63,62,266,400,21
0,0,4.0,1466,33,788,450,21
1,1,4.0,938,21,22,1000,21
1,0,4.0,871,62,1608,400,21
1,1,4.2,859,20,1534,1400,21
1,0,3.9,215,20,1481,800,21
1,0,3.5,98,20,1209,600,21
1,0,4.4,231,62,319,700,21
1,0,2.9,50,62,1589,350,21
1,0,4.1,1134,20,14,1500,21
1,1,4.3,3152,20,1416,1500,21
1,0,3.7,81,62,1571,200,21
1,0,3.7,93,62,1196,500,21
1,0,4.4,69,62,789,300,21
1,0,4.1,291,62,328,600,21
1,0,3.8,38,20,213,400,21
1,0,3.7,160,20,604,700,21
1,0,3.8,59,69,853,300,21
1,0,4.3,860,20,1655,1800,21
0,0,3.7,32,20,1335,800,21
1,1,3.8,91,20,1429,1800,21
1,1,4.1,302,20,914,1000,21
1,0,3.7,281,20,1272,800,21
1,0,4.0,1218,4,663,2000,21
1,1,3.8,203,20,1258,1200,21
1,0,4.2,34,30,787,300,21
0,0,2.7,77,62,1235,500,21
1,0,3.8,103,30,789,300,21
1,0,3.6,52,20,1234,600,21
1,1,3.7,59,20,521,1200,21
1,1,2.2,409,20,1109,1000,21
1,0,3.8,262,13,332,700,21
1,0,3.9,56,62,256,400,21
1,0,3.9,65,63,819,250,21
0,0,3.8,67,62,1571,200,21
1,0,4.0,68,30,767,250,21
1,0,3.9,376,70,1121,200,21
1,1,4.5,1250,21,146,1700,21
1,0,4.1,161,13,455,300,21
1,1,4.3,695,20,1088,1000,21
1,0,4.1,253,1,177,350,21
1,0,4.0,141,62,821,400,21
1,0,3.7,97,16,373,650,21
1,0,3.7,156,62,1156,300,21
1,1,3.8,81,20,604,800,21
1,1,4.0,457,20,604,1000,21
1,0,3.9,464,16,340,800,21
1,1,4.3,969,13,385,750,21
1,1,4.4,232,5,122,2000,21
1,1,4.3,3496,61,646,1700,21
1,1,4.0,380,20,1243,850,21
1,1,4.4,722,20,1090,1000,21
1,1,4.4,219,20,1529,850,21
1,0,3.8,74,13,343,650,21
1,0,2.1,253,29,1386,500,21
1,0,3.6,124,13,362,600,21
1,0,3.8,110,72,1002,400,21
1,1,3.8,299,20,1222,1200,21
0,0,3.0,108,20,1304,800,21
0,0,3.4,10,62,1209,350,21
0,0,3.4,27,62,1371,300,21
0,1,4.0,241,5,25,1500,21
0,0,3.9,435,20,1140,550,21
1,0,4.3,787,62,1156,300,21
1,0,3.8,364,13,383,700,21
1,0,4.1,161,62,1451,300,21
1,0,4.0,38,13,921,700,21
1,0,4.2,93,62,1561,300,21
1,0,4.2,1918,13,383,800,21
1,0,3.7,50,20,1554,750,21
1,0,4.1,118,20,640,1000,21
1,0,4.1,54,20,931,550,21
0,0,4.0,2431,46,847,2000,21
0,0,3.8,263,72,518,700,21
0,0,2.6,91,62,235,300,21
0,0,4.3,74,13,480,400,21
0,0,3.6,104,13,404,800,21
0,0,4.0,102,20,521,550,21
0,0,2.5,301,62,1597,250,21
0,0,3.8,99,13,420,600,21
1,0,2.8,142,3,181,300,21
1,1,4.2,1351,20,1071,1700,21
1,0,3.6,79,62,1552,500,21
0,1,4.4,2054,21,927,1200,21
0,1,4.3,2716,5,718,1300,21
1,0,3.7,110,20,1136,700,21
1,1,4.0,190,21,1361,1300,21
0,1,4.1,102,57,664,1000,21
0,0,4.1,1545,57,760,1200,21
0,0,3.9,235,5,996,1000,21
0,1,3.8,110,4,1196,1400,21
0,0,4.3,1792,20,43,800,21
0,0,4.3,1363,20,286,700,21
0,1,4.1,1341,21,810,2100,21
1,1,4.2,515,20,1130,800,21
0,0,4.5,3595,13,338,900,21
0,0,4.3,1191,20,521,550,21
0,0,4.4,1915,30,958,400,21
0,0,4.3,166,13,499,750,21
0,0,4.1,364,62,1181,400,21
0,0,4.1,683,0,181,500,21
0,0,4.3,795,16,453,900,21
0,0,3.9,86,62,521,500,21
0,0,4.1,801,20,1376,800,21
0,0,4.3,184,30,789,500,21
0,0,4.3,544,20,1153,800,21
0,0,3.9,175,20,92,600,21
1,0,4.3,1135,13,438,800,21
1,0,4.0,101,62,1023,150,21
0,0,4.1,55,13,461,750,21
0,0,3.9,157,20,1230,600,21
0,0,3.9,58,72,181,1200,21
1,0,3.8,160,20,608,1300,21
0,0,3.6,196,20,1156,600,21
0,0,4.2,619,13,369,500,21
0,0,3.8,263,20,558,650,21
0,0,3.3,90,13,445,500,21
0,0,3.9,49,62,558,400,21
0,0,3.7,96,62,817,500,21
0,0,3.7,62,62,817,200,21
0,0,3.9,135,20,984,800,21
0,0,2.7,231,62,282,350,21
0,0,3.7,145,22,571,1000,21
0,0,3.9,122,20,1016,500,21
0,1,3.9,158,20,1446,1100,21
0,0,4.0,209,20,558,500,21
0,0,2.7,54,20,1602,500,21
0,0,4.2,222,30,951,200,21
0,0,3.9,42,20,617,500,21
0,0,4.1,399,62,1178,300,21
0,0,3.4,8,62,1156,450,21
0,0,3.8,41,62,210,100,21
0,0,4.1,121,20,1196,600,21
0,0,3.7,68,20,1587,500,21
1,1,3.8,200,20,982,1600,21
0,0,3.5,140,20,1156,600,21
1,1,4.3,1054,20,981,1600,21
0,0,4.0,1466,33,788,450,21
1,0,4.1,119,14,350,500,21
0,0,4.0,79,30,767,800,21
1,0,4.0,66,30,767,900,21
0,0,3.4,27,62,1371,300,21
1,1,4.2,2855,22,1010,800,21
0,1,4.3,485,54,1124,2000,21
0,1,4.1,1739,13,386,1000,21
1,0,4.4,1109,1,179,600,21
1,0,4.0,1087,66,782,550,21
0,0,4.4,1915,30,958,400,21
0,0,4.5,236,30,790,1250,21
1,0,4.9,1750,30,767,400,21
0,0,4.3,526,1,1504,1400,21
1,0,4.3,580,13,407,700,21
0,0,3.4,225,62,1640,300,21
1,0,4.1,47,30,789,300,21
1,0,4.1,118,13,169,700,21
0,0,4.3,184,30,789,500,21
1,0,4.4,69,62,789,300,21
0,0,4.5,291,30,956,400,21
0,1,4.1,126,20,644,2000,21
1,1,4.1,302,20,914,1000,21
1,0,4.2,443,14,482,700,21
0,0,4.0,104,30,181,400,21
1,0,4.5,222,41,773,450,21
0,0,3.6,53,3,188,300,21
1,0,4.1,79,64,864,350,21
1,0,4.2,122,30,789,400,21
1,0,4.2,233,2,194,300,21
0,0,4.0,186,62,1117,400,21
1,0,3.9,88,35,774,400,21
1,0,3.9,65,63,819,250,21
1,0,3.9,148,41,182,450,21
0,0,3.9,91,11,778,400,21
1,0,3.8,59,69,853,300,21
0,0,4.0,100,30,956,150,21
1,0,4.0,68,30,767,250,21
0,0,3.9,67,62,1640,200,21
1,0,4.2,132,30,949,180,21
1,0,3.9,104,70,1121,400,21
1,0,3.9,75,32,216,150,21
0,0,4.0,122,12,217,500,21
1,0,2.9,48,3,187,400,21
0,0,4.2,222,30,951,200,21
1,0,4.0,47,30,773,300,21
1,0,4.0,94,30,767,300,21
1,0,4.0,49,29,181,500,21
1,0,3.7,78,30,773,350,21
0,0,3.9,50,30,175,600,21
1,1,4.7,4840,59,1458,1300,21
1,1,4.2,515,20,1130,800,21
0,0,4.1,215,3,188,200,21
0,0,4.0,35,17,429,1100,21
1,0,4.3,657,17,427,750,21
0,0,4.1,683,0,181,500,21
1,1,3.9,1374,37,1156,2100,21
1,1,4.5,873,20,157,1800,21
1,1,4.3,3152,20,1416,1500,21
0,1,4.4,4611,46,156,1700,21
0,1,4.6,2369,37,525,2800,21
1,1,3.9,1940,20,1663,2100,21
0,0,4.6,988,37,1654,3000,21
1,1,4.2,2733,13,406,1200,21
0,1,4.2,1461,60,667,1500,21
1,1,4.3,2051,20,1627,1500,21
1,1,4.4,725,22,8,1700,21
1,0,3.9,376,70,1121,200,21
0,1,4.5,308,20,965,1500,21
0,1,4.2,225,60,690,1000,21
0,0,4.3,698,37,812,3000,21
0,1,3.9,53,20,167,1500,21
